product_id,product_name
92381,Engagement Ring Sydney 0.8 crt
105077,Women's Ring Noble Shape 8 mm
92481,GLAMIRA Pendant Clarimond
89425,Engagement Ring Natalie
102717,GLAMIRA Earring Kinnadie
92327,Engagement Ring Jemma 1.0 crt
98375,GLAMIRA Bracelet Chomac
96439,Engagement Ring Eglontina
101323,GLAMIRA Men's Ring Baynard
95572,Alluring Star 3 mm
80263,Wedding Ring Brilliant Dawn
110041,GLAMIRA Necklace Dalene
90759,Engagement Ring Neveda
92790,Wedding Ring Classic Choice 3 mm
98087,Wedding Ring White Innocence 5 mm
92184,Engagement Ring Daffney
92363,GLAMIRA Ring Monalisa
101751,Couple's Promise Ring Eternal Love
110560,Engagement Ring Bona 1.0 crt
105075,Women's Ring Noble Shape 6 mm
109829,GLAMIRA Necklace Jabril
92983,Women's Ring Classic Legend 2mm
102817,GLAMIRA Pendant Leyonna Ø6 mm
84786,GLAMIRA Ring Olivia
86703,Engagement Ring Bridal Heart
98759,Men's Ring Shining Moon 4 mm
111200,Wedding Ring Confident Connection 6 mm
99384,Women's Ring Infinite Sweet 3 mm
103338,Engagement Ring Nakomis
92183,Engagement Ring Daffney 0.16 crt
96936,Exotic Cross 8mm
85797,GLAMIRA Earring Melissa
110628,Engagement Ring Cindy 1.0 crt
103058,GLAMIRA Anklet Yaricelly
96627,GLAMIRA Ring Elsa
99485,Men's Ring Infinite Sweet 3 mm
92292,Engagement Ring Brianna 0.1 crt
90203,GLAMIRA Ring J
110649,GLAMIRA Ring Noelia
92225,Engagement Ring Tibelda
108963,Essential Dream 10 mm
103503,GLAMIRA Ring Sophronia
99283,Infinite Sweet 3 mm
92796,Wedding Ring Classic Choice 4 mm
95771,Women's Ring Heavenly Dream 3mm
110646,Engagement Ring Titina 2.0 crt
91153,GLAMIRA Pendant Levite
96674,Engagement Ring Vesa
101327,GLAMIRA Men's Ring Brainard
108769,Engagement Ring Dorotea 0.5 crt
89526,GLAMIRA Earring Nicky
91028,Engagement Ring Jade 0.5 crt
97825,Engagement Ring Alabate
89433,Engagement Ring Nicole
92372,Engagement Ring Sadie 1.0 crt
109568,Engagement Ring Minivera
91077,Engagement Ring Belva 0.16 crt
95474,GLAMIRA Men's Ring Silverio
99421,Women's Ring Sense Muse 10 mm
109494,GLAMIRA Pendant Lisa
103472,GLAMIRA Ring Eilah
95830,Wedding Ring Charming Fate
97112,Wedding Ring White Drop
92080,GLAMIRA Pendant Queen
96548,Men's Ring Bright Love 4 mm
109718,GLAMIRA Earring Glenn
109572,Engagement Ring Nichele
98401,GLAMIRA Bracelet Peratra
97850,Engagement Ring Salamis
89593,GLAMIRA Men's Ring Final Round
99549,GLAMIRA Men's Earring Botulf
90814,GLAMIRA Bridal Set Grande Ring B
101988,GLAMIRA Ring Lonesha
104413,GLAMIRA Men's Ring Denis
98414,GLAMIRA Ring Assaroe
106774,Wedding Ring Immortal Chic 4 mm
98267,Engagement Ring Linderoth
103162,Engagement Ring Mayetta
98976,Women's Ring Alluring Effect 4 mm
109914,GLAMIRA Pendant Sayda
89508,GLAMIRA Cufflink Inspiring Whisper
92394,GLAMIRA Ring Emmy
105070,Women's Ring Noble Shape 4 mm
90269,Engagement Ring Katherina
109486,GLAMIRA Pendant Ingelas
103332,Engagement Ring Sarolta
93206,Women's Ring Classic Day 7 mm
97813,GLAMIRA Ring Alula
89599,GLAMIRA Men's Ring Heroic
109555,GLAMIRA Earring Gulfiya
89566,GLAMIRA Pendant Pansy
93084,Classic Inspiration 3mm
96103,Women's Ring Alluring Breath 4 mm
101119,Sensual  Line 8 mm
96672,Engagement Ring Torrone
102094,GLAMIRA Kids Bracelet Etolia
90735,Engagement Ring Helios
92504,GLAMIRA Pendant Olga
98338,GLAMIRA Ring Annarasa
99522,Men's Ring Sense Muse 10 mm
95225,Engagement Ring Ellie 2.0 crt
89571,GLAMIRA Pendant Kinsey
99044,Wedding Ring Attractive Sky 4 mm
105066,Women's Ring Noble Shape 3 mm
101362,GLAMIRA Men's Ring Trebian
92311,Engagement Ring Effie 0.16 crt
105898,Wedding Ring Universe Adore 5 mm
89610,GLAMIRA Men's Ring Sporty
110563,Engagement Ring Bridal Passion 1.0 crt
101102,Wedding Ring Golden Heart 5 mm
89464,GLAMIRA Ring Rachel
92075,GLAMIRA Pendant Vinny Ø6 mm
90784,Bridal Set Gemmiferous
97816,Engagement Ring Kabena
98363,Engagement Ring Galilea
100359,Women's Ring Wondrous Embroidery 5 mm
99242,Infinite Beauty 3 mm
101802,Silver Couple Promise Ring
90596,Men's Ring Pretty Secret
100119,GLAMIRA Earring Tenvir
98670,Wedding Ring Pure Love 3 mm
93297,Wedding Ring Classic Search 4mm
101346,GLAMIRA Men's Ring Undrais
105418,Wedding Ring Romantic Trust 4 mm
90834,Engagement Ring Alina 0.16 crt
93202,Classic Day 7 mm
91042,Engagement Ring Joy 1.0crt
90561,Wedding Ring Immortal Wish
110565,Engagement Ring Galilea 0.5 crt
90933,Engagement Ring Bridal Passion 0.5 crt
99567,GLAMIRA Men's Earring Yorath
91035,Engagement Ring Joy 0.07crt
90881,Engagement Ring Bridal Dream 0.16crt
90773,GLAMIRA Bridal Set Crinkly Ring B
110636,Engagement Ring Neveda 1.6 crt
104774,Wedding Ring Sense Beauty 5 mm
102542,Chain Diamond Cut Spike 40 micron
90823,Engagement Ring Adira 0.27crt
106441,Men's Ring Precious Joy 8 mm
102763,GLAMIRA Pendant Katelind Ø6 mm
99470,Men's Ring Infinite Pass 5 mm
110546,GLAMIRA Necklace Zarita
110566,Engagement Ring Galilea 1.0 crt
93327,Wedding Ring Classic Meaning 4mm
103120,Engagement Ring Aubriel
84801,GLAMIRA Ring Angelina
84791,Engagement Ring Brielle
98329,GLAMIRA Ring Giordana
96845,Brilliant Impulse 3mm
98483,GLAMIRA Ring Chairol
89572,GLAMIRA Pendant Macy
104234,GLAMIRA Pendant Arlenys
98235,Men's Ring Unique Joy 5 mm
93583,Men's Ring Classic Meaning 4mm
93226,Women's Ring Classic Glow 2.5 mm
110252,GLAMIRA Bracelet Carolin
93314,Women's Ring Classic Meaning 4mm
92784,Men's Ring Classic Step 2mm
90936,Engagement Ring Bridal Rise 0.05crt
95641,GLAMIRA Pendant Granada
92812,Men's Ring Classic Choice
103888,GLAMIRA Ring Lamberta
109628,GLAMIRA Pendant Vidadi
103412,Engagement Ring Linderoth 0.5 crt
100699,GLAMIRA Kids Earring Secilia
97016,Wedding Ring Great Sensational 5mm
91038,Engagement Ring Joy 0.25crt
105134,Natural Flower 10 mm
101503,GLAMIRA Earring Elgia 12 mm
103169,Engagement Ring Nichelle
92741,Classic Expression 3 mm
84778,Engagement Ring Grace
104233,GLAMIRA Pendant Arlecia
109531,GLAMIRA Pendant Yvette
93182,Wedding Ring Classic Day 4 mm
98645,Wedding Ring Shining Moon 4 mm
92793,Men's Ring Classic Step 3mm
90272,GLAMIRA Ring Edrie
92708,Men's Ring Classic Fame 3 mm
92771,Women's Ring Classic Step 2mm
92018,GLAMIRA Earring Nella
98265,Engagement Ring Alessia
110024,GLAMIRA Ring Timonie
90394,Engagement Ring Gredel
102299,GLAMIRA Earring Nutpila
92773,Women's Ring Classic Step 3mm
93278,Women's Ring Classic Search 3mm
97930,Women's Ring Unique Luxury 5 mm
108734,Engagement Ring Chanoa
90815,GLAMIRA Bridal Set Grande Ring A
89486,Engagement Ring Cindy
101153,Women's Ring Fever Life 3 mm
95242,Engagement Ring Phillipa 3.0 crt
110478,GLAMIRA Men's Pendant Yann
89451,GLAMIRA Ring Kendra
99942,GLAMIRA Pendant Nelda
96544,Wedding Ring Bright Nature 4 mm
99562,GLAMIRA Men's Earring Raysko
92171,Engagement Ring Almira 0.8 crt
105083,Wedding Ring Mysterious Touch 5 mm
84767,Engagement Ring Lissy
103309,Engagement Ring Maletha
107305,Wedding Ring Attractive Light 5 mm
95514,Engagement Ring Fiene
98801,Men's Ring Elegant Reflection 6 mm
86908,Engagement Ring Alina
96109,Wedding Ring Alluring Breath 6 mm
101884,GLAMIRA Ring Merranda
97471,GLAMIRA Bracelet Shamal
103319,Engagement Ring Anamir
102090,GLAMIRA Kids Bracelet Rachana
98693,Wedding Ring Heavenly Blaze 6 mm
97155,Men's Ring Ornate Passion 5 mm
98832,Wedding Ring Bright Morning 4 mm
91023,Engagement Ring Henrietta 0.16crt
92510,GLAMIRA Pendant Daniela
92710,Men's Ring Classic Fame 4 mm
95498,GLAMIRA Men's Ring Rafael
103207,Engagement Ring Zanessa
104278,GLAMIRA Earring Abby
91259,Steely Love
100088,GLAMIRA Earring Daime
88521,Women's Ring Alluring Summer
92848,Men's Ring Classic Mood 4mm
90805,GLAMIRA Bridal Set Soft Life Ring A
101739,GLAMIRA Men's Ring Yabdiel
97851,Engagement Ring Metis
102479,GLAMIRA Bracelet Sycamore
90249,Engagement Ring Adira
103830,GLAMIRA Earring Kaylonni
104235,GLAMIRA Pendant Armelda
99312,Wedding Ring Sense Layer 5 mm
90990,Engagement Ring Lissy 0.5crt
90293,GLAMIRA Bridal Set Lovebirds-Ring B
92791,Men's Ring Classic Choice 3 mm
97154,Wedding Ring Ornate Passion 5 mm
87895,Wedding Ring Universe Trio
103485,Engagement Ring Manilla
98800,Men's Ring Elegant Reflection 5 mm
104583,GLAMIRA Men's Earring Konsta
108913,Wedding Ring Infinite Anticipation
97912,GLAMIRA Pendant Samosir
110468,GLAMIRA Men's Pendant Teemu
106404,Wedding Ring Shining Element 5 mm
91076,Engagement Ring Belva 0.1 crt
96597,Engagement Ring Salbatora
99576,GLAMIRA Men's Earring Feoras
98098,GLAMIRA Earring Moschato
110410,GLAMIRA Men's Pendant Isaac
94970,Wedding Ring Silent Mirror
102994,GLAMIRA Nose Pin Syeira
111303,GLAMIRA Pendant Pei
99317,Wedding Ring Sense Muse 5 mm
90787,Bridal Set Grande
90762,Engagement Ring Alfrida
108072,Women's Ring Endless Love 5 mm
98431,GLAMIRA Ring Gavina
98728,Women's Ring Pure Love 4 mm
99054,Wedding Ring Elegant Aura 5 mm
92753,Classic Step 2mm
110493,GLAMIRA Earring Crisantemo
85798,GLAMIRA Earring Romy
109586,Engagement Ring Thursa
97384,GLAMIRA Earring Anatola
101749,Silver Opaque Couple Promise Ring
92794,Men's Ring Classic Step 4mm
93556,Men's Ring Classic Mind 4mm
91292,Women's Ring Ornate Chic
92260,Engagement Ring Agnella
101989,GLAMIRA Ring Kalundra
98784,Men's Ring Pure Love 3 mm
92756,Classic Step 3mm
92792,Women's Ring Classic Choice 3 mm
98443,GLAMIRA Ring Liffey
104418,GLAMIRA Men's Ring Lorin
97969,Women's Ring Natural Sensation 3 mm
90167,Engagement Ring Gianna
104420,GLAMIRA Men's Ring Tobias
92744,Women's Ring Classic Expression 3 mm
103303,Engagement Ring Egilina
105535,Women's Ring Mystic Swirl 8 mm
84774,Engagement Ring Julia
105097,Women's Ring Mysterious Touch 4 mm
104015,GLAMIRA Men's Ring Albeiro
92237,Engagement Ring Viviette 0.16 crt
111304,GLAMIRA Pendant Samara
105079,Men's Ring Noble Shape 3 mm
91027,Engagement Ring Jade 0.16 crt
98319,Engagement Ring Arnalda
92339,Engagement Ring Jolanka
91200,GLAMIRA Cufflink Archibaldo
90259,GLAMIRA Pendant Cassandra
101805,Eternal Starlite Couple Promise Ring
90480,Wedding Ring Immortal Charm
103368,GLAMIRA Ring Cristela
98886,Women's Ring Bright Morning 5 mm
105589,Wedding Ring Natural Capacity
98758,Men's Ring Shining Moon 3 mm
105428,Men's Ring Romantic Trust 4 mm
96462,GLAMIRA Ring Alhertine
101991,GLAMIRA Ring Kalonnie
93069,Classic Route 9 mm
101848,GLAMIRA Earring Vedra
98939,Men's Ring Bright Morning 5 mm
99564,GLAMIRA Men's Earring Torreon
98005,Women's Ring Alluring Tear 3 mm
104227,GLAMIRA Necklace Karley
98449,GLAMIRA Ring Milla
96442,Engagement Ring Empire
109532,GLAMIRA Pendant Zoya
95243,Engagement Ring Sydney 2.0 crt
92746,Men's Ring Classic Shield 4mm
105463,Women's Ring Sense Mira 4 mm
96626,GLAMIRA Ring Edera
105315,Wedding Ring Infinite Light 5 mm
84861,Engagement Ring Daphne
92849,Men's Ring Classic Mood 5mm
98320,Engagement Ring Basilia
84869,Engagement Ring Jade
96065,Wedding Ring Alluring Gift 6 mm
90939,Engagement Ring Bridal Rise 0.16crt
110418,GLAMIRA Men's Pendant Jose
92375,Engagement Ring Savanna 0.1 crt
94884,Women's Ring Brilliant Set
93268,Wedding Ring Classic Destiny 4mm
92806,Men's Ring Classic Choice 4 mm
100160,GLAMIRA Kids Ring Zelene
92701,Wedding Ring Classic Shield 4mm
90461,Women's Ring Celtic Passage
101694,GLAMIRA Kids Earring Elmir
101588,GLAMIRA Kids Earring Destined
103959,GLAMIRA Pendant Toucan
96636,Engagement Ring Rosalind
106204,Women's Ring Glorious Touch 5 mm
84853,GLAMIRA Ring Faye
99284,Wedding Ring Infinite Sweet 4 mm
92740,Men's Ring Classic Expression 2.5 mm
96637,GLAMIRA Ring Furaha
90733,GLAMIRA Ring Mindy
110523,GLAMIRA Earring Iselin
102045,GLAMIRA Ring Ledina
96531,Bright Love 2 mm
103304,Engagement Ring Guendolin
106261,Men's Ring Strong Love 6 mm
103197,Engagement Ring Viyanka
97967,Natural Sensation 3 mm
104025,GLAMIRA Men's Ring Beamard
100085,GLAMIRA Earring Canel
90949,Engagement Ring Paris 0.16 crt
97968,Men's Ring Natural Sensation 3 mm
102454,GLAMIRA Bracelet Ladan
92073,GLAMIRA Pendant Vinny
92513,GLAMIRA Pendant Daina
93296,Classic Search 3mm
95477,GLAMIRA Men's Ring Salamon
90547,Wedding Ring Immortal Spell Basic
102475,GLAMIRA Bracelet Salinger
95529,GLAMIRA Ring Marron
92338,Engagement Ring Jocelyn 0.16 crt
103471,Engagement Ring Ehtel
97232,Amazing Grace 3mm
93301,Wedding Ring Classic Search
94890,Wedding Ring Brilliant Set 6mm
102478,GLAMIRA Bracelet Sorin
93051,Women's Ring Classic Route 3 mm
90855,Engagement Ring Alvina 0.2crt
86905,Engagement Ring Joy
97507,Quotation product
95700,GLAMIRA Earring Krug
86906,Engagement Ring Bridal Rise
97890,GLAMIRA Pendant Cefalania
93043,Classic Route 3 mm
111305,GLAMIRA Necklace Syble
102052,Engagement Ring Maddasin
101784,Magnetic Passion Couple Promise Ring
104056,GLAMIRA Earring Nilasha
101683,GLAMIRA Kids Earring Agaperose
103400,Engagement Ring Cannoli 2.0 crt
92168,Engagement Ring Almira
103568,GLAMIRA Ring Enerant
101266,GLAMIRA Anklet Altaira
102029,Engagement Ring Joharis
105179,Wedding Ring Passionate Waiting 5 mm
110627,GLAMIRA Earring Hilaria
92493,GLAMIRA Pendant Inga
91855,GLAMIRA Ring Mabel
92787,Wedding Ring Classic Choice 2.5 mm
103488,Engagement Ring Matteline
92188,Engagement Ring Ethel
97022,Great Sensational 8mm
97846,Engagement Ring Siargaole
93054,Women's Ring Classic Route 4 mm
98421,GLAMIRA Ring Cascate
101709,GLAMIRA Kids Earring Cassiel
103647,GLAMIRA Ring Geraldina
98255,Engagement Ring Fayette
110403,GLAMIRA Men's Pendant Felix
105028,Wedding Ring Marvelous Darling 5 mm
101330,GLAMIRA Men's Ring Coalton
90997,Engagement Ring Grace 0.16crt
91150,GLAMIRA Pendant Croce
91820,GLAMIRA Ring Garish
84779,Engagement Ring Paris
84850,Engagement Ring Cynthia
95577,Women's Ring Alluring Star 3 mm
106047,Women's Ring Pure Touch 4 mm
107318,Wedding Ring Bright Core 5 mm
101571,GLAMIRA Kids Earring Dellish
97242,GLAMIRA Ring Mayo
105946,Wedding Ring White Crown 4 mm
90398,Engagement Ring Monnara
91211,GLAMIRA Cufflink Humberto
92323,Engagement Ring Jeffrey 0.16 crt
96521,Wedding Ring Alluring Behaviour 4 mm
96573,Bright Youth 10 mm
91078,Engagement Ring Belva 0.25 crt
109096,Women's Ring Essential Route 5 mm
109706,GLAMIRA Ring Ellura
110822,GLAMIRA Pendant Carline G
102523,Engagement Ring Herlane
100784,GLAMIRA Kids Pendant Wulai
98412,GLAMIRA Ring Ahabasca
92754,Men's Ring Classic Expression 4 mm
98347,GLAMIRA Pendant Bolsena
101734,GLAMIRA Men's Ring Alejos
92264,Engagement Ring Agnella 0.25 crt
106042,Wedding Ring Pure Touch 4 mm
92063,GLAMIRA Pendant Trecia
87185,Wedding Ring Exotic Milkyway
97501,GLAMIRA Earring Farabadan
92318,Engagement Ring Jeffrey
107313,Authentic Line 10 mm
91172,GLAMIRA Kids Pendant Circlet
95503,GLAMIRA Ring Begonia
90265,Engagement Ring Hayley
89438,GLAMIRA Ring Jamie
95900,Women's Ring Bright Harmony 6mm
107311,Wedding Ring Authentic Line 6 mm
110825,GLAMIRA Pendant Carline J
106464,Wedding Ring Bright Line 4 mm
92319,Engagement Ring Jeffrey 0.1 crt
98382,GLAMIRA Bracelet Ema
98398,GLAMIRA Bracelet Mychele
80261,Wedding Ring Brilliant Couple
92320,Engagement Ring Jeffrey 0.5 crt
99556,GLAMIRA Men's Earring Inskren
109781,Engagement Ring Cadence 2.0 crt
84768,GLAMIRA Ring Jane
95491,GLAMIRA Men's Ring Navarro
98387,GLAMIRA Bracelet Hitam
88886,Men's Ring Fantastic Corenes
110633,Engagement Ring Marinella 1.0 crt
105457,Wedding Ring Sense Mira 6 mm
103394,Engagement Ring Calmar 1.0 crt
109570,Engagement Ring Moniek
95494,GLAMIRA Men's Ring Nicolas
101267,GLAMIRA Anklet Danitza
99842,GLAMIRA Earring Majella
89380,Engagement Ring April
93257,Classic Moon 3 mm
90468,Wedding Ring Celtic Solstice
90418,GLAMIRA Pendant Danny
110545,Engagement Ring Zarita
104232,GLAMIRA Pendant Samariel
96661,GLAMIRA Ring Miercoles
110023,Engagement Ring Timerica
105461,Sense Mira 10 mm
92755,Women's Ring Classic Expression 4 mm
84814,Engagement Ring Cecilia
103342,Engagement Ring Markina
92187,Engagement Ring Daffney 1.0 crt
90919,Engagement Ring Sabella 0.5 crt
99419,Women's Ring Sense Muse 6 mm
95480,GLAMIRA Men's Ring Bertlan
98386,GLAMIRA Bracelet Gaire
98082,Men's Ring White Innocence 4 mm
90256,Engagement Ring Phillipa
89516,GLAMIRA Cufflink Romantic Knight
89522,GLAMIRA Earring Carly
96641,Engagement Ring Hibiscus
104444,GLAMIRA Ring Alversita
102720,GLAMIRA Earring Lendria Ø8 mm
103006,GLAMIRA Anklet Abriona
84785,GLAMIRA Diamond Ring Penelope
107057,Wedding Ring Bright Miracle 6 mm
91033,Engagement Ring Jessica 0.25crt
101339,GLAMIRA Men's Ring Tubias
108995,Women's Ring Magic Shield 7 mm
110644,Engagement Ring Titina 0.5 crt
103420,Engagement Ring Marinella 2.0 crt
108781,Magic Shield 7 mm
96453,Engagement Ring Gremory
99825,GLAMIRA Earring Dehan
101725,GLAMIRA Men's Ring Antorion
103938,GLAMIRA Pendant Mayonna
98166,GLAMIRA Earring Hadassah
104024,GLAMIRA Men's Ring Antonie
84875,Engagement Ring Claire
105958,Men's Ring White Crown 6 mm
92374,Engagement Ring Savanna
101576,GLAMIRA Kids Earring Eilonwy
95062,Engagement Ring Alisha 3.0 crt
96589,Engagement Ring Sretno
101282,GLAMIRA Anklet Talaith
96506,Wedding Ring Alluring Balance 4 mm
89466,GLAMIRA Ring Sofi
104021,GLAMIRA Men's Ring Amaud
90169,Engagement Ring Lillian
107054,Men's Ring Glorious Moment 3 mm
98474,GLAMIRA Ring Valaste
103708,Women's Ring Brilliant Rose 3 mm
89188,Women's Ring Infinite Poetry
100726,GLAMIRA Kids Pendant Koyash
92789,Women's Ring Classic Choice 2.5 mm
104177,GLAMIRA Ring Jadora
105906,Men's Ring Universe Adore 5 mm
101738,GLAMIRA Men's Ring Vinicius
92788,Men's Ring Classic Choice 2.5 mm
104354,GLAMIRA Earring Janerica
92434,GLAMIRA Earring Melinda
103014,GLAMIRA Anklet Aklesia
84773,Engagement Ring Clara
103033,GLAMIRA Anklet Avielle
90530,Women's Ring Immortal Luck
93325,Classic Meaning 2mm
93075,Classic Rule 2 mm
101787,The couple's promise ring Silver Dream
103707,Men's Ring Brilliant Rose 3 mm
102457,GLAMIRA Bracelet Mariux
95017,GLAMIRA Earring Balanceo
90471,Wedding Ring Celtic Swirl
101551,GLAMIRA Earring Mishel 12 mm
102007,GLAMIRA Ring Vellamo
103163,Engagement Ring Merrita
98476,GLAMIRA Ring Vernal
98202,GLAMIRA Earring Siria
89612,GLAMIRA Men's Ring Wise Decision
90709,GLAMIRA Men's Ring Addison
89589,GLAMIRA Pendant Dina
88904,Women's Ring Great Line
99001,Wedding Ring Alluring Truth 6 mm
86912,Engagement Ring Céline
102714,GLAMIRA Earring Lamarria
101271,GLAMIRA Anklet Hairo
